361.457,-41.9442,110.082,75.6419,14.5308
231.29,227.821,116.042,62.3809,9.79402
-87.0593,-54.2842,103.147,59.8012,6.45784
242.731,160.466,92.5445,62.3389,-11.2836
75.3068,341.743,101.637,72.5297,7.79543
43.8941,7.69245,121.047,79.5149,9.89352
280.601,-44.6431,117.128,57.0297,11.6483
142.649,111.88,115.294,61.6351,7.25567
207.969,241.516,121.203,76.8014,-1.09016
87.5229,11.3263,108.66,68.5409,3.83492
242.472,16.6413,107.528,80.7002,7.85494
-54.6529,257.428,113.155,60.6161,-18.0138
89.6459,-193.008,99.5869,83.2268,-9.8883
261.232,57.5235,99.3042,74.6912,4.08629
15.1586,80.2708,120.768,78.3025,7.53307
105.89,207.53,113.213,76.3885,13.4928
56.3392,107.37,109.554,59.0656,7.54152
-3.97463,-123.906,121.686,78.6317,-17.5783
205.426,284.596,104.79,85.2721,-4.48384
-170.884,-26.6718,120.063,61.6636,4.75834
-31.2957,113.528,104.103,63.6792,18.634
110.245,-74.7966,112.035,63.1911,0.799728
124.413,79.7742,124.363,83.6124,-5.46185
17.9446,108.394,102.254,73.119,2.34487
95.6948,-83.506,116.066,71.4893,2.5836
247.11,-45.1412,111.791,72.4809,11.0638
159.943,11.8541,112.56,63.0233,20.6011
145.729,57.0539,109.623,63.791,22.5978
92.6403,-13.1434,108.407,79.5272,26.3833
244.635,334.615,120.847,94.371,-28.8863
86.1123,39.4237,104.4,87.8332,-25.0846
56.2487,-78.7219,122.335,60.6379,-17.4883
91.3461,86.0237,114.777,81.0766,-3.76745
262.194,39.8602,117.779,75.1243,16.2061
32.3899,-108.034,120.734,70.3867,14.6195
109.238,173.869,113.847,74.4005,18.4824
88.9324,40.8996,95.8571,62.4094,-16.3105
220.005,11.4646,109.062,68.1524,-15.1298
127.307,-57.2541,118.753,59.0137,-3.46157
127.557,89.2481,121.751,75.273,-7.64382
181.812,-226.059,122.784,58.1881,-4.01031
89.3727,153.588,104.683,58.655,6.79715
141.255,210.849,120.889,78.3627,3.89977
251.173,-147.603,113.395,56.7553,-4.5149
-68.2016,106.777,111.615,92.3543,3.86467
248.569,-89.2505,106.16,59.8027,-2.20703
363.314,-52.6687,127.676,58.1868,2.31612
67.3191,-186.399,124.55,76.721,-1.94301
131.956,-7.1548,109.029,63.092,12.7293
148.718,-55.0221,122.868,67.4038,13.5792
92.5634,127.594,116.39,73.0022,14.5847
40.0567,277.607,114.699,56.7524,24.586
140.868,-11.9152,113.258,48.0151,-29.235
262.197,52.7349,126.394,76.4425,-13.7688
130.063,84.0593,114.206,92.2523,-12.626
165.091,24.5611,113.614,47.6592,-8.34963
-73.2951,208.816,113.943,57.886,-6.75514
123.443,100.206,117.958,58.1492,-12.0431
72.5341,119.867,118.336,69.1904,-11.4007
101.293,107.453,106.609,55.1291,4.00115
26.6375,-68.6304,104.775,70.7872,-0.677063
-72.8919,165.487,99.8502,57.697,8.67786
76.9134,271.158,111.589,57.795,5.9173
352.572,165.767,129.552,57.5079,5.58042
83.4957,42.9842,110.419,65.444,17.683
60.2147,-188.543,118.115,59.1826,16.3748
298.357,160.459,110.138,79.6984,28.2471
-70.6251,-71.3918,103.936,62.891,-22.2472
2.82218,-68.6668,117.279,58.8909,-8.61932
120.621,-107.047,123.699,56.7394,-3.8165
95.0054,133.656,107.595,76.3533,5.38094
24.0617,124.382,111.071,82.7254,4.97276
71.9862,130.792,113.161,81.1405,4.68552
-154.652,171.604,110.202,78.4243,14.1308
-224.89,178.291,110.701,79.3564,14.7124
180.063,248.92,109.203,80.7316,16.8115
58.5506,110.913,112.176,68.7331,15.7825
97.7342,-37.3544,113.463,74.3238,26.9617
216.881,93.4358,133.288,86.0161,-35.7277
74.433,159.122,126.121,93.7954,-25.0446
381.784,-13.6976,97.4082,71.4112,-19.6849
168.281,-64.2356,124.841,65.0196,-17.4176
86.3209,33.8626,116.549,50.0963,-17.6475
269.586,106.25,106.343,62.8807,-6.1089
27.4156,131.712,100.861,62.788,-1.05445
241.633,217.524,118.785,65.3212,-0.246293
301.246,206.435,130.144,71.321,5.18069
199.121,-75.0819,113.035,62.434,5.22845
264.704,285.635,112.876,62.4381,6.74085
104.66,-12.2894,125.421,71.2487,-0.94037
-79.1607,203.99,109.343,65.1026,2.32182
176.068,-94.5021,113.547,67.7481,4.16226
49.6505,-162.546,105.73,72.0116,3.12795
122.709,92.3095,98.9171,76.7324,9.43869
237.827,147.579,124.895,67.1651,18.9597
125.769,-17.2999,119.458,70.2535,10.67
207.423,-206.609,97.5661,67.2997,21.2814
101.58,-38.6438,116.477,62.851,31.9021
103.611,55.5964,111.186,70.1847,44.1314
-0.47142,145.474,139.796,79.4204,-15.2326
123.907,205.982,100.075,62.3329,-10.689
66.08,-32.3933,105.114,68.1896,-5.29071
239.804,138.732,129.803,75.3187,-7.04236
143.762,3.26113,108.797,62.5405,-6.96151
67.8344,-130.359,99.1227,84.7352,-4.07404
190.547,-127.43,130.107,55.3028,5.3383
-12.2786,203.811,106.354,74.3482,2.17763
177.146,-20.4918,99.3539,64.447,8.00395
48.4674,133.441,116.78,82.9848,-6.90912
233.326,-129.812,124.567,86.7206,5.1098
29.2281,-74.6575,104.507,62.2811,8.56014
